Period;Date;stage;GSPC;SHY;IEF;TLT;GLD;DBC;IGLB
2;17/03/1980;red;-0.030067326;;;;;;
2;18/03/1980;red;0.017993315;;;;;;
2;19/03/1980;red;0.002017282;;;;;;
2;20/03/1980;red;-0.011408254;;;;;;
2;21/03/1980;red;-0.007854976;;;;;;
2;24/03/1980;red;-0.029615862;;;;;;
2;25/03/1980;red;-0.00090649;;;;;;
2;26/03/1980;red;-0.005141669;;;;;;
2;27/03/1980;red;-0.004661523;;;;;;
2;28/03/1980;red;0.025045806;;;;;;
2;31/03/1980;red;0.014004728;;;;;;
2;1/04/1980;red;0.000881614;;;;;;
2;2/04/1980;red;0.004893325;;;;;;
2;3/04/1980;red;-0.005161656;;;;;;
2;7/04/1980;red;-0.01918746;;;;;;
2;8/04/1980;red;0.010080791;;;;;;
2;9/04/1980;red;0.018873555;;;;;;
2;10/04/1980;red;0.009407441;;;;;;
2;11/04/1980;red;-0.002786327;;;;;;
2;14/04/1980;red;-0.009153142;;;;;;
2;15/04/1980;red;-0.002041997;;;;;;
2;16/04/1980;red;-0.010620641;;;;;;
2;17/04/1980;red;-0.004825663;;;;;;
2;18/04/1980;red;-0.004948045;;;;;;
2;21/04/1980;red;-0.007458976;;;;;;
2;22/04/1980;red;0.036372717;;;;;;
2;23/04/1980;red;0.002900542;;;;;;
2;24/04/1980;red;0.006459058;;;;;;
2;25/04/1980;red;0.007279714;;;;;;
2;28/04/1980;red;0.004564432;;;;;;
2;29/04/1980;red;0.002082556;;;;;;
2;30/04/1980;red;0.004061971;;;;;;
2;1/05/1980;red;-0.007808842;;;;;;
2;2/05/1980;red;0.001137898;;;;;;
2;5/05/1980;red;0.00757715;;;;;;
2;6/05/1980;red;-0.001222009;;;;;;
2;7/05/1980;red;0.008752944;;;;;;
2;8/05/1980;red;-0.009796632;;;;;;
2;9/05/1980;red;-0.013285557;;;;;;
2;12/05/1980;red;0.000572934;;;;;;
2;13/05/1980;red;0.014506626;;;;;;
2;14/05/1980;red;0.005173992;;;;;;
2;15/05/1980;red;0.001310242;;;;;;
2;16/05/1980;red;0.003364806;;;;;;
2;19/05/1980;red;0.002980901;;;;;;
2;20/05/1980;red;-0.00046434;;;;;;
2;21/05/1980;red;0.000929181;;;;;;
2;22/05/1980;red;0.0119755;;;;;;
2;23/05/1980;red;0.014769292;;;;;;
2;27/05/1980;red;0.007051155;;;;;;
2;28/05/1980;red;0.005924561;;;;;;
2;29/05/1980;red;-0.015973595;;;;;;
2;30/05/1980;red;0.008796602;;;;;;
2;2/06/1980;red;-0.004314957;;;;;;
2;3/06/1980;red;-0.002257132;;;;;;
2;4/06/1980;red;0.019002791;;;;;;
2;5/06/1980;red;0.001509619;;;;;;
2;6/06/1980;red;0.003724048;;;;;;
2;9/06/1980;red;0.00450532;;;;;;
2;10/06/1980;red;0.008354627;;;;;;
2;11/06/1980;red;0.011861092;;;;;;
2;12/06/1980;red;-0.004309602;;;;;;
2;13/06/1980;red;0.002510397;;;;;;
2;16/06/1980;red;0.002417742;;;;;;
2;17/06/1980;red;-0.000516819;;;;;;
2;18/06/1980;red;0.001982274;;;;;;
2;19/06/1980;red;-0.013762243;;;;;;
2;20/06/1980;red;-0.005232915;;;;;;
2;23/06/1980;red;0.003945331;;;;;;
2;24/06/1980;red;0.005501679;;;;;;
2;25/06/1980;red;0.013722441;;;;;;
2;26/06/1980;red;-0.004540771;;;;;;
2;27/06/1980;red;-0.001635273;;;;;;
2;30/06/1980;red;-0.015172432;;;;;;
2;1/07/1980;red;0.006039937;;;;;;
2;2/07/1980;red;0.006525711;;;;;;
2;3/07/1980;red;0.015387265;;;;;;
2;7/07/1980;red;0.007066251;;;;;;
2;8/07/1980;red;-0.003804249;;;;;;
2;9/07/1980;red;0.001188112;;;;;;
2;10/07/1980;red;-0.008730348;;;;;;
2;11/07/1980;red;0.007610085;;;;;;
2;14/07/1980;red;0.01841485;;;;;;
