month,LEI,CEI,NBER,delta_1m_LEI,delta_3m_LEI,delta_6m_LEI,sign_delta_1m_LEI,sign_delta_3m_LEI,sign_delta_6m_LEI
07/2017,104.0,102.2,expansion,0.0028929604628736465,0.012658227848101238,0.024630541871921183,1,1,1
08/2017,104.4,102.3,expansion,0.003846153846153901,0.012609117361784786,0.02453385672227674,1,1,1
09/2017,104.8,102.5,expansion,0.003831417624520991,0.010607521697203416,0.023437499999999917,1,1,1
10/2017,105.8,103.0,expansion,0.009541984732824428,0.01730769230769228,0.030185004868549116,1,1,1
11/2017,106.4,103.4,expansion,0.005671077504725979,0.019157088122605363,0.032007759456838134,1,1,1
12/2017,107.1,103.6,expansion,0.006578947368420946,0.021946564885496157,0.03278688524590156,1,1,1
01/2018,108.0,103.5,expansion,0.008403361344537869,0.020793950850661654,0.038461538461538464,1,1,1
02/2018,108.7,103.7,expansion,0.006481481481481508,0.02161654135338343,0.041187739463601505,1,1,1
03/2018,109.3,103.9,expansion,0.005519779208831594,0.020541549953314687,0.042938931297709926,1,1,1
04/2018,109.8,104.2,expansion,0.004574565416285453,0.01666666666666664,0.03780718336483932,1,1,1
05/2018,110.2,104.3,expansion,0.0036429872495446786,0.013799448022079117,0.035714285714285685,1,1,1
06/2018,111.0,104.6,expansion,0.00725952813067148,0.015553522415370566,0.03641456582633059,1,1,1
07/2018,111.5,104.8,expansion,0.0045045045045045045,0.01548269581056469,0.032407407407407406,1,1,1
08/2018,111.8,105.2,expansion,0.00269058295964123,0.01451905626134296,0.02851885924563012,1,1,1
09/2018,112.4,105.2,expansion,0.005366726296958932,0.012612612612612664,0.028362305580969888,1,1,1
10/2018,112.5,105.2,expansion,0.0008896797153024405,0.008968609865470852,0.024590163934426257,1,1,1
11/2018,112.5,105.2,expansion,0.0,0.006261180679785356,0.020871143375680554,0,1,1
12/2018,112.5,105.7,expansion,0.0,0.0008896797153024405,0.013513513513513514,0,1,1
01/2019,112.2,105.7,expansion,-0.0026666666666666414,-0.0026666666666666414,0.006278026905829622,0,0,1
02/2019,112.4,105.7,expansion,0.0017825311942959254,-0.0008888888888888384,0.005366726296958932,1,0,1
03/2019,112.7,105.7,expansion,0.002669039145907448,0.001777777777777803,0.002669039145907448,1,1,1
04/2019,112.9,105.4,expansion,0.0017746228926353402,0.006238859180035676,0.003555555555555606,1,1,1
05/2019,112.9,105.5,expansion,0.0,0.004448398576512455,0.003555555555555606,0,1,1
06/2019,112.9,105.7,expansion,0.0,0.0017746228926353402,0.003555555555555606,0,1,1
07/2019,113.1,105.6,expansion,0.001771479185119474,0.001771479185119474,0.008021390374331475,1,1,1
08/2019,112.8,106.0,expansion,-0.0026525198938991794,-0.0008857395925598629,0.0035587188612098883,0,0,1
09/2019,112.5,106.0,expansion,-0.002659574468085081,-0.0035429583702391997,-0.0017746228926353402,0,0,0
10/2019,112.1,105.8,expansion,-0.003555555555555606,-0.008841732979664015,-0.007085916740478399,0,0,0
11/2019,112.2,106.2,contraction,0.0008920606601249646,-0.005319148936170162,-0.006200177147918537,1,0,0
12/2019,112.0,106.1,contraction,-0.0017825311942959254,-0.0044444444444444444,-0.007971656333038138,0,0,0
01/2020,112.5,106.3,contraction,0.004464285714285714,0.003568242640499605,-0.005305039787798359,1,1,0
02/2020,112.4,106.8,contraction,-0.0008888888888888384,0.0017825311942959254,-0.0035460992907800663,0,1,0
03/2020,107.0,104.1,contraction,-0.048042704626334566,-0.044642857142857144,-0.04888888888888889,0,0,0
04/2020,101.3,92.9,contraction,-0.053271028037383206,-0.09955555555555558,-0.09634255129348794,0,0,0
05/2020,103.0,95.6,expansion,0.01678183613030605,-0.08362989323843421,-0.08199643493761143,1,0,0
06/2020,105.3,99.5,expansion,0.022330097087378615,-0.015887850467289747,-0.059821428571428595,1,0,0
07/2020,107.1,101.3,expansion,0.017094017094017068,0.05725567620927934,-0.04800000000000005,1,1,0
08/2020,108.0,102.3,expansion,0.008403361344537869,0.04854368932038835,-0.039145907473309656,1,1,0
09/2020,108.6,102.9,expansion,0.005555555555555503,0.03133903133903131,0.01495327102803733,1,1,1
10/2020,109.3,103.9,expansion,0.006445672191528572,0.020541549953314687,0.07897334649555775,1,1,1
11/2020,110.1,103.9,expansion,0.007319304666056699,0.019444444444444393,0.0689320388349514,1,1,1
12/2020,110.8,104.1,expansion,0.006357856494096302,0.02025782688766117,0.052231718898385564,1,1,1
01/2021,111.5,104.8,expansion,0.006317689530685946,0.020128087831656018,0.041083099906629374,1,1,1
02/2021,111.4,103.8,expansion,-0.0008968609865470343,0.01180744777475033,0.031481481481481534,0,1,1
03/2021,112.6,105.4,expansion,0.010771992818671352,0.016245487364620913,0.03683241252302026,1,1,1
04/2021,113.8,105.6,expansion,0.010657193605683863,0.020627802690582935,0.04117108874656908,1,1,1
05/2021,114.8,105.6,expansion,0.008787346221441126,0.030520646319569043,0.04268846503178931,1,1,1
06/2021,115.5,106.0,expansion,0.006097560975609781,0.025754884547069323,0.04241877256317692,1,1,1
07/2021,116.6,106.4,expansion,0.009523809523809474,0.024604569420035124,0.045739910313901296,1,1,1
08/2021,117.4,106.4,expansion,0.006861063464837148,0.022648083623693454,0.05385996409335727,1,1,1
09/2021,117.6,106.4,expansion,0.0017035775127767344,0.018181818181818132,0.04440497335701599,1,1,1
10/2021,118.1,107.1,expansion,0.004251700680272109,0.012864493996569469,0.037785588752196814,1,1,1
11/2021,118.8,107.4,expansion,0.005927180355630846,0.011925042589437745,0.03484320557491289,1,1,1
12/2021,119.3,107.3,expansion,0.004208754208754209,0.014455782312925195,0.032900432900432874,1,1,1
01/2022,118.5,107.8,expansion,-0.006705783738474411,0.0033869602032176606,0.01629502572898804,0,1,1
02/2022,119.4,108.1,expansion,0.007594936708860808,0.005050505050505122,0.017035775127768313,1,1,1
03/2022,119.3,108.1,expansion,-0.0008375209380235219,0.0,0.014455782312925195,0,0,1
04/2022,118.8,108.6,expansion,-0.004191114836546521,0.0025316455696202294,0.005927180355630846,0,1,1
05/2022,118.3,108.8,expansion,-0.004208754208754209,-0.009212730318258028,-0.004208754208754209,0,0,0
06/2022,118.3,108.8,expansion,0.0,-0.008382229673093043,-0.008382229673093043,0,0,0
